,yearID,teamID,actual,model,model_type
393,2001,HOU-2001,0.5740740740740741,0.5192512933658526,ML-RD-T1
394,2002,HOU-2002,0.5185185185185185,0.5148836927966567,ML-EN-T1
394,2002,HOU-2002,0.5185185185185185,0.5282493928272414,ML-LN-T1
394,2002,HOU-2002,0.5185185185185185,0.4999876254505779,ML-LS-T1
394,2002,HOU-2002,0.5185185185185185,0.5281797358151012,ML-RD-T1
395,2003,HOU-2003,0.5370370370370371,0.5172518441352048,ML-EN-T1
395,2003,HOU-2003,0.5370370370370371,0.5137641894384779,ML-LN-T1
395,2003,HOU-2003,0.5370370370370371,0.5015431892547989,ML-LS-T1
395,2003,HOU-2003,0.5370370370370371,0.5138032374752701,ML-RD-T1
396,2004,HOU-2004,0.5679012345679012,0.5249110828690066,ML-EN-T1
396,2004,HOU-2004,0.5679012345679012,0.5359406042710471,ML-LN-T1
396,2004,HOU-2004,0.5679012345679012,0.5014876334046481,ML-LS-T1
396,2004,HOU-2004,0.5679012345679012,0.5358893357239431,ML-RD-T1
397,2005,HOU-2005,0.5460122699386503,0.497747603765427,ML-EN-T1
397,2005,HOU-2005,0.5460122699386503,0.5203669708494156,ML-LN-T1
397,2005,HOU-2005,0.5460122699386503,0.498313962860607,ML-LS-T1
